Sales,Date,Region
1632.00,20-06-2019,south
1785.00,20-06-2019,east
1770.00,20-06-2019,west
1725.00,21-06-2019,north
1542.00,21-06-2019,south
1677.00,21-06-2019,east
1533.00,21-06-2019,west
1578.00,22-06-2019,north
1713.00,22-06-2019,south
1776.00,22-06-2019,east
1515.00,22-06-2019,west
1587.00,23-06-2019,north
1770.00,23-06-2019,south
1773.00,23-06-2019,east
1671.00,23-06-2019,west
1704.00,24-06-2019,north
1545.00,24-06-2019,south
1671.00,24-06-2019,east
1800.00,24-06-2019,west
1611.00,25-06-2019,north
1797.00,25-06-2019,south
1623.00,25-06-2019,east
1776.00,25-06-2019,west
1677.00,26-06-2019,north
1800.00,26-06-2019,south
1794.00,26-06-2019,east
1686.00,26-06-2019,west
1671.00,27-06-2019,north
1635.00,27-06-2019,south
1740.00,27-06-2019,east
1671.00,27-06-2019,west
1671.00,28-06-2019,north
1770.00,28-06-2019,south
1773.00,28-06-2019,east
1581.00,28-06-2019,west
1533.00,29-06-2019,north
1650.00,29-06-2019,south
1536.00,29-06-2019,east
1548.00,29-06-2019,west
1785.00,30-06-2019,north
1614.00,30-06-2019,south
1569.00,30-06-2019,east
1800.00,30-06-2019,west
1644.00,01-07-2019,north
1659.00,01-07-2019,south
1659.00,01-07-2019,east
1644.00,01-07-2019,west
1656.00,02-07-2019,north
1566.00,02-07-2019,south
1686.00,02-07-2019,east
1677.00,02-07-2019,west
1770.00,03-07-2019,north
1689.00,03-07-2019,south
1704.00,03-07-2019,east
1800.00,03-07-2019,west
1782.00,04-07-2019,north
1746.00,04-07-2019,south
1527.00,04-07-2019,east
1581.00,04-07-2019,west
1518.00,05-07-2019,north
1554.00,05-07-2019,south
1548.00,05-07-2019,east
1533.00,05-07-2019,west
1791.00,06-07-2019,north
1578.00,06-07-2019,south
1779.00,06-07-2019,east
1704.00,06-07-2019,west
1587.00,07-07-2019,north
1593.00,07-07-2019,south
1644.00,07-07-2019,east
1680.00,07-07-2019,west
1614.00,08-07-2019,north
1704.00,08-07-2019,south
1797.00,08-07-2019,east
1770.00,08-07-2019,west
1605.00,09-07-2019,north
1686.00,09-07-2019,south
1794.00,09-07-2019,east
1713.00,09-07-2019,west
1755.00,10-07-2019,north
1500.00,10-07-2019,south
1632.00,10-07-2019,east
1800.00,10-07-2019,west
1800.00,11-07-2019,north
1650.00,11-07-2019,south
1704.00,11-07-2019,east
1590.00,11-07-2019,west
1779.00,12-07-2019,north
1554.00,12-07-2019,south
1635.00,12-07-2019,east
1608.00,12-07-2019,west
1791.00,13-07-2019,north
1779.00,13-07-2019,south
1527.00,13-07-2019,east
1689.00,13-07-2019,west
1782.00,14-07-2019,north
1662.00,14-07-2019,south
1620.00,14-07-2019,east
1692.00,14-07-2019,west
1551.00,15-07-2019,north
1620.00,15-07-2019,south
1725.00,15-07-2019,east
1602.00,15-07-2019,west
1518.00,16-07-2019,north
1761.00,16-07-2019,south
1539.00,16-07-2019,east
1614.00,16-07-2019,west
1548.00,17-07-2019,north
1551.00,17-07-2019,south
1722.00,17-07-2019,east
1662.00,17-07-2019,west
1509.00,18-07-2019,north
1773.00,18-07-2019,south
1767.00,18-07-2019,east
1581.00,18-07-2019,west
1626.00,19-07-2019,north
1734.00,19-07-2019,south
1761.00,19-07-2019,east
1659.00,19-07-2019,west
1638.00,20-07-2019,north
1539.00,20-07-2019,south
1782.00,20-07-2019,east
1728.00,20-07-2019,west
1746.00,21-07-2019,north
1536.00,21-07-2019,south
1719.00,21-07-2019,east
1773.00,21-07-2019,west
1611.00,22-07-2019,north
1665.00,22-07-2019,south
1506.00,22-07-2019,east
1746.00,22-07-2019,west
1770.00,23-07-2019,north
1734.00,23-07-2019,south
1707.00,23-07-2019,east
1620.00,23-07-2019,west
1569.00,24-07-2019,north
1656.00,24-07-2019,south
1617.00,24-07-2019,east
1638.00,24-07-2019,west
1701.00,25-07-2019,north
1713.00,25-07-2019,south
1557.00,25-07-2019,east
1725.00,25-07-2019,west
1605.00,26-07-2019,north
1770.00,26-07-2019,south
1557.00,26-07-2019,east
1755.00,26-07-2019,west
1737.00,27-07-2019,north
1785.00,27-07-2019,south
1545.00,27-07-2019,east
1560.00,27-07-2019,west
1509.00,28-07-2019,north
1761.00,28-07-2019,south
1551.00,28-07-2019,east
1683.00,28-07-2019,west
1644.00,29-07-2019,north
1608.00,29-07-2019,south
1719.00,29-07-2019,east
1794.00,29-07-2019,west
1764.00,30-07-2019,north
1512.00,30-07-2019,south
1701.00,30-07-2019,east
1797.00,30-07-2019,west
1734.00,31-07-2019,north
1791.00,31-07-2019,south
1761.00,31-07-2019,east
1587.00,31-07-2019,west
1596.00,01-08-2019,north
1542.00,01-08-2019,south
1710.00,01-08-2019,east
1701.00,01-08-2019,west
1647.00,02-08-2019,north
1524.00,02-08-2019,south
1782.00,02-08-2019,east
1716.00,02-08-2019,west
1752.00,03-08-2019,north
1686.00,03-08-2019,south
1764.00,03-08-2019,east
1755.00,03-08-2019,west
1578.00,04-08-2019,north
1539.00,04-08-2019,south
1743.00,04-08-2019,east
1596.00,04-08-2019,west
1506.00,05-08-2019,north
1527.00,05-08-2019,south
1626.00,05-08-2019,east
1530.00,05-08-2019,west
1521.00,06-08-2019,north
1713.00,06-08-2019,south
1761.00,06-08-2019,east
1557.00,06-08-2019,west
1584.00,07-08-2019,north
1764.00,07-08-2019,south
1623.00,07-08-2019,east
1776.00,07-08-2019,west
1749.00,08-08-2019,north
1707.00,08-08-2019,south
1629.00,08-08-2019,east
1773.00,08-08-2019,west
1758.00,09-08-2019,north
1671.00,09-08-2019,south
1659.00,09-08-2019,east
1641.00,09-08-2019,west
1596.00,10-08-2019,north
1626.00,10-08-2019,south
1557.00,10-08-2019,east
1695.00,10-08-2019,west
1659.00,11-08-2019,north
1680.00,11-08-2019,south
1683.00,11-08-2019,east
1692.00,11-08-2019,west
1569.00,12-08-2019,north
1740.00,12-08-2019,south
1650.00,12-08-2019,east
1569.00,12-08-2019,west
1701.00,13-08-2019,north
1677.00,13-08-2019,south
1533.00,13-08-2019,east
1587.00,13-08-2019,west
1713.00,14-08-2019,north
1611.00,14-08-2019,south
1524.00,14-08-2019,east
1725.00,14-08-2019,west
1761.00,15-08-2019,north
1569.00,15-08-2019,south
1668.00,15-08-2019,east
1563.00,15-08-2019,west
1734.00,16-08-2019,north
1524.00,16-08-2019,south
1731.00,16-08-2019,east
1665.00,16-08-2019,west
1710.00,17-08-2019,north
1509.00,17-08-2019,south
1539.00,17-08-2019,east
1533.00,17-08-2019,west
1785.00,18-08-2019,north
1665.00,18-08-2019,south
1722.00,18-08-2019,east
1659.00,18-08-2019,west
1791.00,19-08-2019,north
1680.00,19-08-2019,south
1542.00,19-08-2019,east
1701.00,19-08-2019,west
1671.00,20-08-2019,north
1656.00,20-08-2019,south
1536.00,20-08-2019,east
1800.00,20-08-2019,west
1605.00,21-08-2019,north
1671.00,21-08-2019,south
1590.00,21-08-2019,east
1545.00,21-08-2019,west
1500.00,22-08-2019,north
1779.00,22-08-2019,south
1656.00,22-08-2019,east
1731.00,22-08-2019,west
1614.00,23-08-2019,north
1782.00,23-08-2019,south
1629.00,23-08-2019,east
1635.00,23-08-2019,west
1548.00,24-08-2019,north
1776.00,24-08-2019,south
1743.00,24-08-2019,east
1737.00,24-08-2019,west
1644.00,25-08-2019,north
1626.00,25-08-2019,south
1680.00,25-08-2019,east
1524.00,25-08-2019,west
1515.00,26-08-2019,north
1704.00,26-08-2019,south
1653.00,26-08-2019,east
1554.00,26-08-2019,west
1644.00,27-08-2019,north
1674.00,27-08-2019,south
1665.00,27-08-2019,east
1755.00,27-08-2019,west
1566.00,28-08-2019,north
1659.00,28-08-2019,south
1515.00,28-08-2019,east
1779.00,28-08-2019,west
1572.00,29-08-2019,north
1770.00,29-08-2019,south
1632.00,29-08-2019,east
1677.00,29-08-2019,west
1755.00,30-08-2019,north
1527.00,30-08-2019,south
1623.00,30-08-2019,east
1668.00,30-08-2019,west
1683.00,31-08-2019,north
1698.00,31-08-2019,south
1749.00,31-08-2019,east
1632.00,31-08-2019,west
1785.00,01-09-2019,north
1707.00,01-09-2019,south
1518.00,01-09-2019,east
1563.00,01-09-2019,west
1701.00,02-09-2019,north
1605.00,02-09-2019,south
1596.00,02-09-2019,east
1605.00,02-09-2019,west
1716.00,03-09-2019,north
1569.00,03-09-2019,south
1725.00,03-09-2019,east
1542.00,03-09-2019,west
1692.00,04-09-2019,north
1560.00,04-09-2019,south
1515.00,04-09-2019,east
1653.00,04-09-2019,west
1629.00,05-09-2019,north
1668.00,05-09-2019,south
1698.00,05-09-2019,east
1677.00,05-09-2019,west
1503.00,06-09-2019,north
1776.00,06-09-2019,south
1509.00,06-09-2019,east
1665.00,06-09-2019,west
1683.00,07-09-2019,north
1530.00,07-09-2019,south
1782.00,07-09-2019,east
1584.00,07-09-2019,west
1743.00,08-09-2019,north
1551.00,08-09-2019,south
1620.00,08-09-2019,east
1791.00,08-09-2019,west
1674.00,09-09-2019,north
1797.00,09-09-2019,south
1773.00,09-09-2019,east
1596.00,09-09-2019,west
1617.00,10-09-2019,north
1764.00,10-09-2019,south
1632.00,10-09-2019,east
1506.00,10-09-2019,west
1533.00,11-09-2019,north
1677.00,11-09-2019,south
1746.00,11-09-2019,east
1668.00,11-09-2019,west
1797.00,12-09-2019,north
1545.00,12-09-2019,south
1701.00,12-09-2019,east
1578.00,12-09-2019,west
1626.00,13-09-2019,north
1512.00,13-09-2019,south
1788.00,13-09-2019,east
1671.00,13-09-2019,west
1728.00,14-09-2019,north
1653.00,14-09-2019,south
1644.00,14-09-2019,east
1734.00,14-09-2019,west
1746.00,15-09-2019,north
1524.00,15-09-2019,south
1611.00,15-09-2019,east
1626.00,15-09-2019,west
1668.00,16-09-2019,north
1734.00,16-09-2019,south
1797.00,16-09-2019,east
1725.00,16-09-2019,west
1656.00,17-09-2019,north
1530.00,17-09-2019,south
1695.00,17-09-2019,east
1656.00,17-09-2019,west
1797.00,18-09-2019,north
1515.00,18-09-2019,south
1638.00,18-09-2019,east
1797.00,18-09-2019,west
1800.00,19-09-2019,north
1560.00,19-09-2019,south
1506.00,19-09-2019,east
1581.00,19-09-2019,west
1515.00,20-09-2019,north
1527.00,20-09-2019,south
1758.00,20-09-2019,east
1638.00,20-09-2019,west
1605.00,21-09-2019,north
1716.00,21-09-2019,south
1569.00,21-09-2019,east
1674.00,21-09-2019,west
1632.00,22-09-2019,north
1734.00,22-09-2019,south
1530.00,22-09-2019,east
1689.00,22-09-2019,west
1641.00,23-09-2019,north
1779.00,23-09-2019,south
1659.00,23-09-2019,east
1797.00,23-09-2019,west
1767.00,24-09-2019,north
1755.00,24-09-2019,south
1602.00,24-09-2019,east
1524.00,24-09-2019,west
1794.00,25-09-2019,north
1626.00,25-09-2019,south
1617.00,25-09-2019,east
1773.00,25-09-2019,west
1719.00,26-09-2019,north
1509.00,26-09-2019,south
1686.00,26-09-2019,east
1668.00,26-09-2019,west
1731.00,27-09-2019,north
1590.00,27-09-2019,south
1728.00,27-09-2019,east
1722.00,27-09-2019,west
1548.00,28-09-2019,north
1599.00,28-09-2019,south
1605.00,28-09-2019,east
1671.00,28-09-2019,west
1512.00,29-09-2019,north
1650.00,29-09-2019,south
1614.00,29-09-2019,east
1674.00,29-09-2019,west
1638.00,30-09-2019,north
1731.00,30-09-2019,south
1716.00,30-09-2019,east
1566.00,30-09-2019,west
1707.00,01-10-2019,north
1554.00,01-10-2019,south
1632.00,01-10-2019,east
1584.00,01-10-2019,west
1653.00,02-10-2019,north
1770.00,02-10-2019,south
1758.00,02-10-2019,east
1569.00,02-10-2019,west
1797.00,03-10-2019,north
1551.00,03-10-2019,south
1677.00,03-10-2019,east
1599.00,03-10-2019,west
1512.00,04-10-2019,north
1635.00,04-10-2019,south
1749.00,04-10-2019,east
1689.00,04-10-2019,west
1614.00,05-10-2019,north
1527.00,05-10-2019,south
1521.00,05-10-2019,east
1725.00,05-10-2019,west
1587.00,06-10-2019,north
1701.00,06-10-2019,south
1566.00,06-10-2019,east
1752.00,06-10-2019,west
1668.00,07-10-2019,north
1686.00,07-10-2019,south
1611.00,07-10-2019,east
1569.00,07-10-2019,west
1599.00,08-10-2019,north
1539.00,08-10-2019,south
1611.00,08-10-2019,east
1605.00,08-10-2019,west
1680.00,09-10-2019,north
1704.00,09-10-2019,south
1689.00,09-10-2019,east
1644.00,09-10-2019,west
1701.00,10-10-2019,north
1560.00,10-10-2019,south
1791.00,10-10-2019,east
1698.00,10-10-2019,west
1539.00,11-10-2019,north
1542.00,11-10-2019,south
1704.00,11-10-2019,east
1728.00,11-10-2019,west
1590.00,12-10-2019,north
1743.00,12-10-2019,south
1569.00,12-10-2019,east
1722.00,12-10-2019,west
1545.00,13-10-2019,north
1533.00,13-10-2019,south
1674.00,13-10-2019,east
1704.00,13-10-2019,west
1524.00,14-10-2019,north
1578.00,14-10-2019,south
1692.00,14-10-2019,east
1635.00,14-10-2019,west
1782.00,15-10-2019,north
1587.00,15-10-2019,south
1638.00,15-10-2019,east
1752.00,15-10-2019,west
1542.00,16-10-2019,north
1608.00,16-10-2019,south
1683.00,16-10-2019,east
1596.00,16-10-2019,west
1527.00,17-10-2019,north
1737.00,17-10-2019,south
1671.00,17-10-2019,east
1662.00,17-10-2019,west
1518.00,18-10-2019,north
1746.00,18-10-2019,south
1590.00,18-10-2019,east
1710.00,18-10-2019,west
1647.00,19-10-2019,north
1737.00,19-10-2019,south
1761.00,19-10-2019,east
1587.00,19-10-2019,west
1701.00,20-10-2019,north
1524.00,20-10-2019,south
1677.00,20-10-2019,east
1725.00,20-10-2019,west
1653.00,21-10-2019,north
1686.00,21-10-2019,south
1698.00,21-10-2019,east
1560.00,21-10-2019,west
1515.00,22-10-2019,north
1734.00,22-10-2019,south
1551.00,22-10-2019,east
1713.00,22-10-2019,west
1758.00,23-10-2019,north
1644.00,23-10-2019,south
1758.00,23-10-2019,east
1641.00,23-10-2019,west
1617.00,24-10-2019,north
1611.00,24-10-2019,south
1788.00,24-10-2019,east
1602.00,24-10-2019,west
1638.00,25-10-2019,north
1620.00,25-10-2019,south
1665.00,25-10-2019,east
1500.00,25-10-2019,west
1671.00,26-10-2019,north
1566.00,26-10-2019,south
1740.00,26-10-2019,east
1599.00,26-10-2019,west
1710.00,27-10-2019,north
1668.00,27-10-2019,south
1740.00,27-10-2019,east
1698.00,27-10-2019,west
1503.00,28-10-2019,north
1689.00,28-10-2019,south
1626.00,28-10-2019,east
1674.00,28-10-2019,west
1542.00,29-10-2019,north
1692.00,29-10-2019,south
1719.00,29-10-2019,east
1512.00,29-10-2019,west
1731.00,30-10-2019,north
1644.00,30-10-2019,south
1746.00,30-10-2019,east
1689.00,30-10-2019,west
1800.00,31-10-2019,north
1527.00,31-10-2019,south
1533.00,31-10-2019,east
1800.00,31-10-2019,west
1644.00,01-11-2019,north
1500.00,01-11-2019,south
1800.00,01-11-2019,east
1767.00,01-11-2019,west
1791.00,02-11-2019,north
1776.00,02-11-2019,south
1596.00,02-11-2019,east
1734.00,02-11-2019,west
1542.00,03-11-2019,north
1608.00,03-11-2019,south
1617.00,03-11-2019,east
1623.00,03-11-2019,west
1674.00,04-11-2019,north
1782.00,04-11-2019,south
1680.00,04-11-2019,east
1512.00,04-11-2019,west
1500.00,05-11-2019,north
1668.00,05-11-2019,south
1758.00,05-11-2019,east
1533.00,05-11-2019,west
1785.00,06-11-2019,north
1533.00,06-11-2019,south
1659.00,06-11-2019,east
1506.00,06-11-2019,west
1656.00,07-11-2019,north
1728.00,07-11-2019,south
1728.00,07-11-2019,east
1713.00,07-11-2019,west
1797.00,08-11-2019,north
1686.00,08-11-2019,south
1584.00,08-11-2019,east
1713.00,08-11-2019,west
1665.00,09-11-2019,north
1557.00,09-11-2019,south
1656.00,09-11-2019,east
1767.00,09-11-2019,west
1515.00,10-11-2019,north
1761.00,10-11-2019,south
1767.00,10-11-2019,east
1641.00,10-11-2019,west
1584.00,11-11-2019,north
1545.00,11-11-2019,south
1695.00,11-11-2019,east
1761.00,11-11-2019,west
1701.00,12-11-2019,north
1767.00,12-11-2019,south
1632.00,12-11-2019,east
1704.00,12-11-2019,west
1599.00,13-11-2019,north
1509.00,13-11-2019,south
1728.00,13-11-2019,east
1683.00,13-11-2019,west
1740.00,14-11-2019,north
1626.00,14-11-2019,south
1572.00,14-11-2019,east
1716.00,14-11-2019,west
1641.00,15-11-2019,north
1560.00,15-11-2019,south
1614.00,15-11-2019,east
1605.00,15-11-2019,west
1503.00,16-11-2019,north
1638.00,16-11-2019,south
1662.00,16-11-2019,east
1653.00,16-11-2019,west
1734.00,17-11-2019,north
1599.00,17-11-2019,south
1515.00,17-11-2019,east
1608.00,17-11-2019,west
1566.00,18-11-2019,north
1734.00,18-11-2019,south
1719.00,18-11-2019,east
1773.00,18-11-2019,west
1791.00,19-11-2019,north
1779.00,19-11-2019,south
1641.00,19-11-2019,east
1617.00,19-11-2019,west
1533.00,20-11-2019,north
1527.00,20-11-2019,south
1512.00,20-11-2019,east
1515.00,20-11-2019,west
1734.00,21-11-2019,north
1668.00,21-11-2019,south
1665.00,21-11-2019,east
1644.00,21-11-2019,west
1767.00,22-11-2019,north
1647.00,22-11-2019,south
1665.00,22-11-2019,east
1776.00,22-11-2019,west
1665.00,23-11-2019,north
1632.00,23-11-2019,south
1521.00,23-11-2019,east
1659.00,23-11-2019,west
1623.00,24-11-2019,north
1698.00,24-11-2019,south
1596.00,24-11-2019,east
1674.00,24-11-2019,west
1749.00,25-11-2019,north
1536.00,25-11-2019,south
1734.00,25-11-2019,east
1716.00,25-11-2019,west
1599.00,26-11-2019,north
1500.00,26-11-2019,south
1518.00,26-11-2019,east
1584.00,26-11-2019,west
1551.00,27-11-2019,north
1701.00,27-11-2019,south
1689.00,27-11-2019,east
1746.00,27-11-2019,west
1725.00,28-11-2019,north
1776.00,28-11-2019,south
1707.00,28-11-2019,east
1794.00,28-11-2019,west
1641.00,29-11-2019,north
1653.00,29-11-2019,south
1716.00,29-11-2019,east
1776.00,29-11-2019,west
1797.00,30-11-2019,north
1782.00,30-11-2019,south
1653.00,30-11-2019,east
1596.00,30-11-2019,west
1704.00,01-12-2019,north
1626.00,01-12-2019,south
1617.00,01-12-2019,east
1680.00,01-12-2019,west
1608.00,02-12-2019,north
1713.00,02-12-2019,south
1632.00,02-12-2019,east
1680.00,02-12-2019,west
1791.00,03-12-2019,north
1761.00,03-12-2019,south
1749.00,03-12-2019,east
1626.00,03-12-2019,west
1773.00,04-12-2019,north
1623.00,04-12-2019,south
1662.00,04-12-2019,east
1731.00,04-12-2019,west
1755.00,05-12-2019,north
1602.00,05-12-2019,south
1740.00,05-12-2019,east
1605.00,05-12-2019,west
1680.00,06-12-2019,north
1572.00,06-12-2019,south
1542.00,06-12-2019,east
1779.00,06-12-2019,west
1671.00,07-12-2019,north
1722.00,07-12-2019,south
1728.00,07-12-2019,east
1659.00,07-12-2019,west
1770.00,08-12-2019,north
1632.00,08-12-2019,south
1536.00,08-12-2019,east
1734.00,08-12-2019,west
1584.00,09-12-2019,north
1713.00,09-12-2019,south
1728.00,09-12-2019,east
1725.00,09-12-2019,west
1506.00,10-12-2019,north
1503.00,10-12-2019,south
1521.00,10-12-2019,east
1713.00,10-12-2019,west
1635.00,11-12-2019,north
1506.00,11-12-2019,south
1542.00,11-12-2019,east
1551.00,11-12-2019,west
1623.00,12-12-2019,north
1719.00,12-12-2019,south
1563.00,12-12-2019,east
1791.00,12-12-2019,west
1800.00,13-12-2019,north
1800.00,13-12-2019,south
1740.00,13-12-2019,east
1755.00,13-12-2019,west
1716.00,14-12-2019,north
1632.00,14-12-2019,south
1599.00,14-12-2019,east
1632.00,14-12-2019,west
1725.00,15-12-2019,north
1743.00,15-12-2019,south
1587.00,15-12-2019,east
1608.00,15-12-2019,west
1662.00,16-12-2019,north
1791.00,16-12-2019,south
1773.00,16-12-2019,east
1650.00,16-12-2019,west
1518.00,17-12-2019,north
1749.00,17-12-2019,south
1689.00,17-12-2019,east
1533.00,17-12-2019,west
1533.00,18-12-2019,north
1641.00,18-12-2019,south
1590.00,18-12-2019,east
1740.00,18-12-2019,west
1665.00,19-12-2019,north
1773.00,19-12-2019,south
1503.00,19-12-2019,east
1542.00,19-12-2019,west
1788.00,20-12-2019,north
1773.00,20-12-2019,south
1788.00,20-12-2019,east
1785.00,20-12-2019,west
1605.00,21-12-2019,north
1701.00,21-12-2019,south
1626.00,21-12-2019,east
1623.00,21-12-2019,west
1671.00,22-12-2019,north
1629.00,22-12-2019,south
1725.00,22-12-2019,east
1557.00,22-12-2019,west
1671.00,23-12-2019,north
1662.00,23-12-2019,south
1674.00,23-12-2019,east
1671.00,23-12-2019,west
1620.00,24-12-2019,north
1716.00,24-12-2019,south
1674.00,24-12-2019,east
1686.00,24-12-2019,west
1752.00,25-12-2019,north
1725.00,25-12-2019,south
1545.00,25-12-2019,east
1506.00,25-12-2019,west
1539.00,26-12-2019,north
1716.00,26-12-2019,south
1500.00,26-12-2019,east
1794.00,26-12-2019,west
1716.00,27-12-2019,north
1665.00,27-12-2019,south
1557.00,27-12-2019,east
1620.00,27-12-2019,west
1779.00,28-12-2019,north
1779.00,28-12-2019,south
1752.00,28-12-2019,east
1773.00,28-12-2019,west
1800.00,29-12-2019,north
1773.00,29-12-2019,south
1767.00,29-12-2019,east
1683.00,29-12-2019,west
1542.00,30-12-2019,north
1728.00,30-12-2019,south
1569.00,30-12-2019,east
1659.00,30-12-2019,west
1581.00,31-12-2019,north
1713.00,31-12-2019,south
1533.00,31-12-2019,east
1692.00,31-12-2019,west
1506.00,01-01-2020,north
1659.00,01-01-2020,south
1719.00,01-01-2020,east
1704.00,01-01-2020,west
1767.00,02-01-2020,north
1542.00,02-01-2020,south
1542.00,02-01-2020,east
1629.00,02-01-2020,west
1659.00,03-01-2020,north
1539.00,03-01-2020,south
1734.00,03-01-2020,east
1761.00,03-01-2020,west
1560.00,04-01-2020,north
1767.00,04-01-2020,south
1791.00,04-01-2020,east
1632.00,04-01-2020,west
1716.00,05-01-2020,north
1536.00,05-01-2020,south
1662.00,05-01-2020,east
1680.00,05-01-2020,west
1689.00,06-01-2020,north
1779.00,06-01-2020,south
1512.00,06-01-2020,east
1578.00,06-01-2020,west
1560.00,07-01-2020,north
1581.00,07-01-2020,south
1677.00,07-01-2020,east
1599.00,07-01-2020,west
1713.00,08-01-2020,north
1800.00,08-01-2020,south
1767.00,08-01-2020,east
1752.00,08-01-2020,west
1509.00,09-01-2020,north
1539.00,09-01-2020,south
1671.00,09-01-2020,east
1668.00,09-01-2020,west
1692.00,10-01-2020,north
1584.00,10-01-2020,south
1710.00,10-01-2020,east
1686.00,10-01-2020,west
1617.00,11-01-2020,north
1665.00,11-01-2020,south
1722.00,11-01-2020,east
1551.00,11-01-2020,west
1620.00,12-01-2020,north
1791.00,12-01-2020,south
1662.00,12-01-2020,east
1656.00,12-01-2020,west
1644.00,13-01-2020,north
1659.00,13-01-2020,south
1740.00,13-01-2020,east
1668.00,13-01-2020,west
1566.00,14-01-2020,north
1575.00,14-01-2020,south
1566.00,14-01-2020,east
1578.00,14-01-2020,west
1737.00,15-01-2020,north
1596.00,15-01-2020,south
1776.00,15-01-2020,east
1638.00,15-01-2020,west
1749.00,16-01-2020,north
1752.00,16-01-2020,south
1635.00,16-01-2020,east
1581.00,16-01-2020,west
1521.00,17-01-2020,north
1536.00,17-01-2020,south
1665.00,17-01-2020,east
1782.00,17-01-2020,west
1650.00,18-01-2020,north
1749.00,18-01-2020,south
1797.00,18-01-2020,east
1650.00,18-01-2020,west
1608.00,19-01-2020,north
1608.00,19-01-2020,south
1575.00,19-01-2020,east
1590.00,19-01-2020,west
1665.00,20-01-2020,north
1596.00,20-01-2020,south
1581.00,20-01-2020,east
1695.00,20-01-2020,west
1647.00,21-01-2020,north
1776.00,21-01-2020,south
1719.00,21-01-2020,east
1578.00,21-01-2020,west
1503.00,22-01-2020,north
1569.00,22-01-2020,south
1731.00,22-01-2020,east
1551.00,22-01-2020,west
1626.00,23-01-2020,north
1518.00,23-01-2020,south
1575.00,23-01-2020,east
1611.00,23-01-2020,west
1629.00,24-01-2020,north
1704.00,24-01-2020,south
1656.00,24-01-2020,east
1554.00,24-01-2020,west
1575.00,25-01-2020,north
1638.00,25-01-2020,south
1635.00,25-01-2020,east
1548.00,25-01-2020,west
1710.00,26-01-2020,north
1584.00,26-01-2020,south
1716.00,26-01-2020,east
1602.00,26-01-2020,west
1569.00,27-01-2020,north
1506.00,27-01-2020,south
1671.00,27-01-2020,east
1584.00,27-01-2020,west
1689.00,28-01-2020,north
1773.00,28-01-2020,south
1647.00,28-01-2020,east
1503.00,28-01-2020,west
1593.00,29-01-2020,north
1506.00,29-01-2020,south
1740.00,29-01-2020,east
1572.00,29-01-2020,west
1620.00,30-01-2020,north
1542.00,30-01-2020,south
1593.00,30-01-2020,east
1500.00,30-01-2020,west
1635.00,31-01-2020,north
1656.00,31-01-2020,south
1779.00,31-01-2020,east
1605.00,31-01-2020,west
1602.00,01-02-2020,north
1794.00,01-02-2020,south
1677.00,01-02-2020,east
1521.00,01-02-2020,west
1707.00,02-02-2020,north
1665.00,02-02-2020,south
1713.00,02-02-2020,east
1659.00,02-02-2020,west
1548.00,03-02-2020,north
1647.00,03-02-2020,south
1764.00,03-02-2020,east
1662.00,03-02-2020,west
1563.00,04-02-2020,north
1755.00,04-02-2020,south
1659.00,04-02-2020,east
1575.00,04-02-2020,west
1716.00,05-02-2020,north
1506.00,05-02-2020,south
1734.00,05-02-2020,east
1704.00,05-02-2020,west
1512.00,06-02-2020,north
1572.00,06-02-2020,south
1782.00,06-02-2020,east
1554.00,06-02-2020,west
1782.00,07-02-2020,north
1701.00,07-02-2020,south
1698.00,07-02-2020,east
1671.00,07-02-2020,west
1584.00,08-02-2020,north
1602.00,08-02-2020,south
1755.00,08-02-2020,east
1614.00,08-02-2020,west
1743.00,09-02-2020,north
1788.00,09-02-2020,south
1644.00,09-02-2020,east
1728.00,09-02-2020,west
1599.00,10-02-2020,north
1689.00,10-02-2020,south
1776.00,10-02-2020,east
1569.00,10-02-2020,west
1791.00,11-02-2020,north
1638.00,11-02-2020,south
1716.00,11-02-2020,east
1788.00,11-02-2020,west
1758.00,12-02-2020,north
1752.00,12-02-2020,south
1599.00,12-02-2020,east
1533.00,12-02-2020,west
1548.00,13-02-2020,north
1800.00,13-02-2020,south
1659.00,13-02-2020,east
1617.00,13-02-2020,west
1746.00,14-02-2020,north
1644.00,14-02-2020,south
1698.00,14-02-2020,east
1533.00,14-02-2020,west
1704.00,15-02-2020,north
1524.00,15-02-2020,south
1545.00,15-02-2020,east
1731.00,15-02-2020,west
1665.00,16-02-2020,north
1791.00,16-02-2020,south
1605.00,16-02-2020,east
1743.00,16-02-2020,west
1677.00,17-02-2020,north
1590.00,17-02-2020,south
1722.00,17-02-2020,east
1743.00,17-02-2020,west
1668.00,18-02-2020,north
1620.00,18-02-2020,south
1704.00,18-02-2020,east
1683.00,18-02-2020,west
1551.00,19-02-2020,north
1650.00,19-02-2020,south
1689.00,19-02-2020,east
1638.00,19-02-2020,west
1518.00,20-02-2020,north
1593.00,20-02-2020,south
1632.00,20-02-2020,east
1602.00,20-02-2020,west
1761.00,21-02-2020,north
1755.00,21-02-2020,south
1581.00,21-02-2020,east
1794.00,21-02-2020,west
1545.00,22-02-2020,north
1689.00,22-02-2020,south
1632.00,22-02-2020,east
1668.00,22-02-2020,west
1638.00,23-02-2020,north
1602.00,23-02-2020,south
1686.00,23-02-2020,east
1776.00,23-02-2020,west
1593.00,24-02-2020,north
1734.00,24-02-2020,south
1608.00,24-02-2020,east
1617.00,24-02-2020,west
